sim_time,world_x,world_y,world_yaw,state
40.594,0.8971318456696096,-1.914449575558921,1.2245054195456386,navigate_east
40.694,0.904258303200149,-1.9188257024036768,1.2243935162916726,navigate_north
40.796,0.9024481536733454,-1.9145915530048083,1.2243775417105645,navigate_north
40.896,0.9011697258760971,-1.8968965137208336,1.224282002372762,navigate_north
40.996,0.9023715513321066,-1.871002508240341,1.2245233418159123,navigate_north
41.098,0.9055450934575999,-1.838943673065445,1.2247296233431437,navigate_north
41.198,0.9098215610337475,-1.8039112487775235,1.2249224365736742,navigate_north
41.298,0.9146562588939149,-1.766536183518339,1.2250733125764353,navigate_north
41.398,0.9196839250790122,-1.7278211754765997,1.2248518376142217,navigate_north
41.5,0.9247676983899307,-1.6872053445059985,1.2246207656529857,navigate_north
41.6,0.92957124252175,-1.6466894210543939,1.2244530522566381,navigate_north
41.7,0.9341036445605434,-1.605764356720147,1.2246112115154508,navigate_north
41.802,0.9390482723545317,-1.5638945174371555,1.2247545375838047,navigate_north
41.902,0.9464850230495282,-1.5231543419401485,1.2248568304270688,navigate_north
42.002,0.9541765391379733,-1.4820875954159711,1.224668462427222,navigate_north
42.104,0.9615022967045855,-1.4398332050159985,1.2244891884816564,navigate_north
42.204,0.967962447278312,-1.3981727425139934,1.2245676054363788,navigate_north
42.304,0.9738401587975658,-1.3564029679125829,1.2247136603814972,navigate_north
42.404,0.9791945003191751,-1.3145849473899234,1.2248435056733968,navigate_north
42.506,0.9841781660374558,-1.271944715734295,1.2246569906802844,navigate_north
42.606,0.988593364627161,-1.2301529507916593,1.2244740953862994,navigate_north
42.706,0.9925698804751645,-1.1883983852983326,1.22441118792899,navigate_north
42.808,0.9961722104226843,-1.1458550841186732,1.224578016787881,navigate_north
42.908,1.0015601677114945,-1.1046476965241105,1.2247156772340004,navigate_north
43.008,1.0079638818613659,-1.063461337131718,1.2246551037025273,navigate_north
43.11,1.0141546800295613,-1.0211864582439916,1.2244851020708678,navigate_north
43.21,1.019580061833825,-0.9795850457576977,1.2243378882004834,navigate_north
43.31,1.0245354693193984,-0.9378966344573554,1.2244993639028892,navigate_north
43.412,1.029193483322668,-0.8953674061692751,1.2246784304608984,navigate_north
43.512,1.0333595414415886,-0.8536788742164292,1.224751721730566,navigate_north
43.612,1.037100307626672,-0.8120036058203137,1.224608982586749,navigate_north
43.712,1.040417707088027,-0.7703405947982298,1.2244688435353712,navigate_north
43.814,1.0437321559807475,-0.7279955370979957,1.2245237599276169,navigate_north
43.914,1.049585246459382,-0.6870222138058827,1.2247005443639516,navigate_north
44.014,1.0557632155510417,-0.6458615512142645,1.2249038900810028,navigate_north
44.116,1.0617140626540496,-0.603622077821915,1.2248229773980184,navigate_north
44.216,1.067003326097571,-0.5620765333329921,1.224683561738903,navigate_north
44.316,1.0718423991218378,-0.5204142344441915,1.2245723549151255,navigate_north
44.418,1.076310692390563,-0.4778990367866539,1.2247995949847834,navigate_north
44.518,1.0802377249111736,-0.43622006724075607,1.225030734124436,navigate_north
